lr,lc,rc,ld,rd,lnnz,rnnz,sp_right_todense,only_multiply,sp_smdm,bz_smsm,bz_right_todense,bz_smdm
43985,51149,5612,0.00019487,0.2,438430,57413097,2298,31485,33783,23857,1504,31085
15922,55417,35109,0.00002483,0.001,21909,1945647,8977,20706,29683,86,9089,28470
5833,13106,13574,0.00078778,0.23,60230,40921165,1690,3561,5251,8375,943,7691
42872,36656,45279,0.00108175,0.03,1700014,49793592,17815,143105,160920,165789,7912,461942
44532,42425,24016,0.00082282,0.01,1554564,10188931,6791,67842,74633,28841,6738,225478
63829,65265,2883,0.00078778,0.2,3281826,37639716,1894,16468,18362,35894,9476,55405
85859,69455,16882,0.00015297,0.0005,912224,586290,5755,47341,53096,572,5780,128800
60719,14838,2302,0.00000434,0.25,3910,8542204,226,791,1017,243,86,1262
37478,44058,20620,0.00163948,0.05,2707214,45424658,13670,100540,114210,119852,4477,331238
46112,40088,1670,0.00001651,0.3,30520,20088718,269,1538,1807,1324,192,1891
78377,82115,5569,0.00000464,0.15,29862,68598327,15441,6255,21696,3571,22405,8498
12771,2864,41620,0.00370564,0.05,135589,5961984,1029,12526,13555,19361,293,35753
43277,34415,10719,0.00002088,0.17,31099,62713614,14002,6385,20387,5309,13554,9520
74690,89120,1325,0.00952101,0.3,63375803,35445931,1300,137558,138858,203002,642,447124
28925,32171,1179,0.02533638,0.25,23577756,9490568,147,40251,40398,42091,94,143374
27798,99771,1086,0.00082185,0.15,2279420,16265520,393,5230,5623,5436,4360,14776
92588,76143,8287,0.00370564,0.01,26124739,6310421,8749,512561,521310,103475,2851,1310437
521,83977,438,0.00013363,0.13,5847,4787650,133,203,336,82,87,286
19873,25286,15199,0.00082487,0.01,414516,3843351,2474,15450,17924,4286,2500,42413
14967,52923,19092,0.00160539,0.0005,1271639,505213,5108,42892,48000,759,5116,145024
19165,22550,14748,0.00015297,0.13,66110,43235277,9959,6802,16761,18287,656,11442
18538,7014,20071,0.00034241,0.3,44530,42240634,1461,19953,21414,15340,346,18351
149323,67547,4282,0.00015297,0.1,1542930,28927304,7053,33172,40225,51931,1194,67247
22793,33724,31752,0.02533638,0.05,19476525,53542218,18320,920814,939134,277580,4269,3252450
23349,21274,24295,0.00031941,0.001,158666,516867,2788,16243,19031,218,2883,33802
119998,39783,756,0.00018467,0.23,881601,6924050,118,1964,2082,12450,141,5722
43685,44183,21364,0.00296184,0.03,5716843,28319082,10545,204657,215202,127256,4484,672265
1608,52860,8500,0.00491597,0.13,417875,58411889,13397,9690,23087,5719,12992,25294
32960,7267,9105,0.02533638,0.15,6069079,9925762,796,83752,84548,75752,993,292271
42203,12804,3583,0.00296184,0.03,1600566,1376601,111,9772,9883,11066,87,32859
82757,56597,1733,0.01084252,0.0005,50784368,49058,453,180958,181411,2321,436,481302
14677,94324,2619,0.00034241,0.0005,474034,123528,1610,5076,6686,65,1624,8340
78354,37167,13133,0.00082282,0.0005,2396284,244074,2788,60667,63455,870,2695,192061
145120,14162,488,0.00056263,0.15,1156373,1037431,41,2428,2469,5186,29,5287
143064,27390,4220,0.00182521,0.17,7152354,19651828,1077,115780,116857,117615,357,225935
127324,14202,12459,0.00108175,0.3,1956124,53085074,2047,80885,82932,261416,380,182014
28838,53414,5834,0.00019487,0.15,300174,46747082,10476,7140,17616,24451,614,15121
32316,1920,21252,0.00078778,0.005,48889,204063,76,7358,7434,246,101,13004
13357,3737,49963,0.00041097,0.17,20517,31744729,1790,14607,16397,16756,758,17526
40002,981,44624,0.00056263,0.2,22081,8756289,201,15660,15861,11449,142,23190
531,2932,35384,0.01084252,0.13,16896,13489046,355,2300,2655,2061,3425,4440
52768,11598,4469,0.00296184,0.23,1812791,11924070,276,14949,15225,35701,277,44056
16666,58111,2190,0.00002483,0.25,24048,31816630,1388,1024,2412,1201,8073,1750
74291,80848,3239,0.00163948,0.1,9847228,26190280,8313,55070,63383,61738,500,174479
31991,6296,36602,0.00047003,0.25,94679,57616614,1781,23332,25113,57248,485,40178
74523,35337,6319,0.00108175,0.01,2848742,2233157,1907,33713,35620,13330,989,103948
23746,25972,7874,0.00296184,0.23,1826750,47039032,1579,18345,19924,38865,11419,76768
24366,58526,13448,0.00008429,0.001,120202,787083,3835,15789,19624,124,3825,22058
74610,26810,14303,0.00296184,0.17,5924737,65191887,2699,166760,169459,250366,1918,461229
69755,32371,19215,0.00000464,0.005,10477,3110252,3294,15924,19218,115,3276,20089
65748,99094,10392,0.00160539,0.03,10459562,30896059,12089,181245,193334,112078,4710,598997
97141,34028,686,0.00108175,0.15,3575866,3504419,83,6321,6404,9944,70,16617
67016,70511,14954,0.00491597,0.01,23230088,10544468,10644,574583,585227,136721,4616,1839683
18807,42546,7773,0.00296184,0.01,2370036,3307212,2359,24720,27079,10980,2393,99997
138930,71018,4653,0.00370564,0.13,36562006,42958652,2201,622152,624353,312380,653,1263741
71338,23827,8242,0.00108175,0.15,1838785,29459093,1739,34787,36526,85032,741,88034
90385,90948,10324,0.00082282,0.01,6763959,9390426,6997,172498,179495,54106,5244,439988
140665,33115,8686,0.00082282,0.2,3832931,57534165,2125,132907,135032,218311,1462,252306
2089,56390,11416,0.00034241,0.05,40351,32188252,8886,6630,15516,1862,9160,10195
134151,18055,2491,0.00000434,0.13,10512,5847678,308,3993,4301,470,101,4167
16385,32857,38118,0.00031941,0.05,171967,62624728,17286,28392,45678,35309,15345,64481
14432,16745,23501,0.00041097,0.15,99327,59033684,29263,8894,38157,20043,12754,18593
130997,97478,5628,0.00034241,0.1,4372373,54866216,13597,104790,118387,112922,2698,191580
13073,8007,2331,0.00047003,0.15,49202,2800084,115,518,633,1028,50,1130
97988,90894,1071,0.00491597,0.05,43784546,4870704,243,123849,124092,27391,177,279989
69237,1362,20255,0.00002088,0.2,1969,5517937,116,9123,9239,494,70,8574
102500,24094,2280,0.00491597,0.13,12140976,7142411,168,74390,74558,62418,119,170715
38162,0,34238,0.00031941,0.17,4,1915,45020,7137,52157,28183,0.00082282,0.001
95393,54313,3868,0.00491597,0.07,25470167,14706664,1191,236676,237867,108542,1028,598523
3308,82209,12121,0.00018467,0.0005,50221,498246,4696,9512,14208,68,4688,14675
47798,3110,28586,0.00056263,0.17,83652,15116762,919,16108,17027,29873,192,28600
23814,1018,48086,0.00952101,0.13,231013,6369073,196,21208,21404,71143,109,64140
7044,90186,4535,0.00002483,0.03,15775,12272037,3684,2072,5756,287,4323,3381
53770,47912,3867,0.00008429,0.15,217151,27796657,1692,13154,14846,8598,462,17446
21585,3200,46653,0.00000434,0.25,299,37332579,1614,16796,18410,407,8830,11962
103121,54679,7164,0.00031941,0.005,1801054,1958861,2454,32653,35107,4691,2348,94388
58322,77224,10797,0.00013363,0.05,601855,41691005,11962,23829,35791,24498,10237,64200
35524,41436,6917,0.00952101,0.2,14014718,57328830,2185,172621,174806,143475,1448,522649
43302,45284,14962,0.00296184,0.005,5807920,3387749,4510,140869,145379,25726,4531,457005
128494,15094,2567,0.00047003,0.23,911643,8914373,142,8453,8595,31503,91,18971
84523,11011,1749,0.00370564,0.25,3449017,4815656,272,11785,12057,27403,112,36328
84648,73824,13503,0.00370564,0.001,23157073,996878,8110,633444,641554,23818,7798,1783888
100244,35635,8152,0.01084252,0.2,38732330,58104573,2251,789260,791511,681170,598,1925470
66661,25173,682,0.00015297,0.25,256698,4292285,74,704,778,2718,48,1574
138303,18150,13971,0.00082185,0.07,2063103,17751906,4964,86732,91696,137062,1234,215168
44505,35175,16888,0.00078778,0.07,1233261,41583426,10617,49451,60068,75249,2876,133872
114168,23055,2754,0.00002088,0.001,54960,63515,145,4325,4470,24,112,5756
147051,82507,5608,0.00001651,0.1,200313,46271228,10604,27321,37925,10300,10416,29439
72704,18392,4955,0.00019487,0.25,260581,22786062,1064,11483,12547,24885,201,11201
24205,96391,7385,0.00000434,0.07,10125,49832954,12343,4206,16549,747,12684,6531
8779,36647,6390,0.00019487,0.15,62700,35131012,8105,3545,11650,3898,7785,5373
103079,97058,3286,0.00160539,0.05,16061500,15947821,7515,148559,156074,68478,1472,338057
8177,95526,12402,0.00041097,0.05,321034,59238666,16223,22135,38358,10547,17377,38151
122482,19786,12730,0.00001651,0.17,40012,42820136,9551,23186,32737,7018,1268,25289
108745,75656,5691,0.00034241,0.01,2817126,4306203,3072,44821,47893,14394,3987,117230
51424,153,39579,0.00034241,0.23,2699,1395389,37,12236,12273,1264,26,12095
112565,11985,8360,0.00019487,0.15,262921,15030495,856,13501,14357,27291,207,26675
21168,56690,12862,0.00047003,0.03,564060,21875878,7295,18606,25901,18301,6889,49545
82934,89137,21601,0.00078778,0.001,5823727,1925541,9435,269349,278784,11231,9414,765326
82118,71460,163,0.00078778,0.27,4622854,3160034,94,1746,1840,3242,37,4855
130037,81420,4458,0.00002088,0.13,221070,47194872,10580,25416,35996,21363,706,23193
17761,12482,19037,0.00108175,0.23,239836,54655392,1954,26982,28936,34431,1213,39551
94620,16968,5258,0.00034241,0.17,549754,15167798,335,11853,12188,32546,928,27107
122207,14899,5845,0.00182521,0.27,3323317,23513390,869,62042,62911,131448,193,137679
124584,51701,1505,0.00056263,0.001,3623998,77838,1244,17525,18769,413,1363,41759
149431,19117,5722,0.00370564,0.01,10586263,1093938,185,226500,226685,41140,248,437599
45204,27931,20154,0.00082185,0.03,1037685,16887692,5816,42801,48617,49066,2616,130613
3524,13680,38340,0.00491597,0.005,237028,2622674,2871,16403,19274,2597,2806,55580
89262,57918,2855,0.00078778,0.1,4072797,16539698,5427,26500,31927,43624,494,74347
104718,80904,9719,0.00047003,0.005,3982197,3931777,4786,102941,107727,15897,5656,278293
29154,97473,735,0.00018467,0.13,524791,9320373,214,1615,1829,2238,343,2600
12930,5848,4526,0.00047003,0.05,35547,1323716,89,907,996,562,138,1576
19520,28939,5171,0.00013363,0.15,75487,22446812,1420,3042,4462,3942,5323,4895
72012,70626,8015,0.00002088,0.01,106195,5661208,3545,13962,17507,738,3805,18974
86630,16614,1546,0.00019487,0.27,280477,6937688,108,1683,1791,9069,117,4218
43224,52105,38250,0.00163948,0.005,3692533,9965391,10788,223202,233990,49932,8847,778299
94987,12224,14802,0.00078778,0.13,914710,23522693,1656,39403,41059,113319,370,96480
70813,4452,6285,0.00041097,0.0005,129574,13992,42,5499,5541,32,71,9197
20831,8682,41118,0.00013363,0.13,24169,46412372,2382,22834,25216,19098,701,25260
132133,19371,1298,0.00034241,0.3,876452,7546430,313,2963,3276,19482,327,11576
53738,26467,4506,0.00182521,0.27,2595988,32206345,1309,28603,29912,52861,369,63169
62935,61032,3657,0.00008429,0.1,323765,22324791,5304,5809,11113,8840,5434,13833
133379,39059,127,0.00018467,0.13,962076,648003,30,399,429,1127,23,1054
128013,44114,3058,0.00952101,0.23,53767513,31027824,1397,484021,485418,375175,284,1085258
59734,36977,34447,0.00078778,0.001,1740081,1273791,6126,101124,107250,4026,5988,348695
17742,94537,13252,0.00082487,0.05,1383598,62644673,16931,55433,72364,32006,16706,135480
142896,21726,14369,0.00047003,0.05,1459268,15609663,4427,63778,68205,81302,1489,165848
108531,26544,12907,0.00082185,0.2,2367652,68524091,2710,102581,105291,214764,1738,211002
94993,26394,10190,0.00019487,0.05,488607,13449176,3815,21626,25441,21101,883,48352
30683,7848,9094,0.00019487,0.27,46930,19272087,696,8674,9370,11681,382,4893
87110,32352,7509,0.00082487,0.17,2324706,41300557,1716,54561,56277,111633,1216,109152
51052,10294,38208,0.00082487,0.07,433534,27534437,6706,45112,51818,88880,1913,113017
79009,20012,10703,0.00015297,0.3,241869,64258202,1804,22334,24138,58486,450,25375
125493,71294,3954,0.00000434,0.001,38829,281901,1702,7419,9121,34,1720,9446
32837,23533,25626,0.00296184,0.0005,2288831,301539,3108,81860,84968,1345,3186,315872
53194,23394,40133,0.00163948,0.001,2040245,938898,4667,126833,131500,5460,4562,453645
46824,97770,18507,0.00001651,0.01,75582,18095245,11209,32034,43243,1347,11410,44726
7046,8924,21673,0.00860544,0.07,541209,13540082,1773,14497,16270,20044,746,64627
28442,20562,34164,0.00031941,0.05,186808,35125405,9842,33078,42920,29548,2388,43985
22770,60032,572,0.00013363,0.2,182666,6873608,124,807,931,1075,193,1176
136127,63170,15066,0.00082487,0.0005,7093277,475885,5202,369239,374441,3449,5136,832157
49733,38857,30592,0.00160539,0.001,3102422,1188730,6010,152765,158775,7354,6525,531581
69415,51475,23755,0.00952101,0.01,34020846,12228430,13982,1286378,1300360,241296,5384,4319073
142708,11407,11904,0.00031941,0.25,519997,33950284,1329,33190,34519,117107,455,64221
51481,96219,1803,0.00082487,0.07,4086061,12147185,1592,12730,14322,13930,4313,42970
78572,9001,15474,0.00082487,0.27,583413,37610254,1442,32242,33684,127132,295,63242
18541,84938,8146,0.02533638,0.01,39902020,6919739,11268,442788,454056,34302,10770,1689405
51916,82026,856,0.00296184,0.001,12613200,70273,166,16949,17115,692,3294,58059
77894,21232,18533,0.00031941,0.03,528285,11805957,3999,31339,35338,25028,1760,77406
19481,15649,13349,0.00015297,0.27,46635,56405375,1882,20471,22353,10640,11966,6487
84371,56043,3237,0.00082487,0.17,3900416,30847285,1746,42960,44706,58925,672,78255
118853,11345,2144,0.00018467,0.07,249016,1703379,90,3718,3808,2677,98,6967
16242,621,9791,0.00000434,0.005,43,30424,19,937,956,6,14,749
18919,5369,38328,0.00018467,0.13,18758,26752322,1356,15970,17326,12545,401,17058
59649,67291,8510,0.00001651,0.005,66269,2863318,3011,12389,15400,284,3071,16941
32378,42098,3830,0.00015297,0.27,208509,43537357,1640,3763,5403,11394,9651,7860
35895,4748,11288,0.00182521,0.15,311112,8040481,230,8924,9154,30909,117,23729
148838,6317,11146,0.00160539,0.15,1509526,10562426,213,47697,47910,144953,149,128645
49559,97051,875,0.00002088,0.3,100429,25488717,910,1311,2221,2684,190,1851
19627,22247,15252,0.00019487,0.01,85090,3393373,2217,10141,12358,904,2193,15765
68204,96895,3091,0.00001651,0.23,109109,68892016,14956,4938,19894,7097,14957,7150
29075,18260,15175,0.00082282,0.17,436866,47109404,1999,34576,36575,55850,675,42597
113859,37739,2201,0.00108175,0.2,4648226,16613321,344,32563,32907,50078,184,71111
95770,67892,894,0.00056263,0.13,3658263,7895872,180,8343,8523,13589,171,25901
124915,91892,7565,0.00056263,0.005,6458343,3476285,4857,165975,170832,20374,4241,369802
106020,59554,2520,0.00056263,0.27,3552434,40522244,1604,36821,38425,54572,9800,63534
86725,31663,17486,0.00002483,0.03,68183,16610462,5730,26401,32131,2833,5625,33000
38819,154,18024,0.00031941,0.2,1918,557750,29,4634,4663,416,20,4506
107778,66480,12559,0.00034241,0.05,2453429,41746687,11367,95310,106677,121539,4018,241289
28896,30728,11506,0.00491597,0.0005,4365151,176792,2186,74306,76492,1121,2335,271396
64485,38227,14351,0.00082185,0.05,2025966,27432188,7857,58378,66235,97947,2651,178492
1690,25173,8840,0.00860544,0.0005,366142,111275,1490,6235,7725,107,1499,20139
61466,7681,18641,0.00491597,0.17,2321002,24341476,1310,73656,74966,176544,296,240342
60940,91826,10362,0.00860544,0.001,48156018,951548,11803,766855,778658,28478,11396,2651189
94275,64560,3551,0.00034241,0.001,2084052,229307,1507,18653,20160,556,1525,53665
32255,19860,39830,0.00000434,0.01,2780,7910588,4907,16089,20996,157,5246,19403
10038,78818,13331,0.01084252,0.005,8579132,5253717,7197,155216,162413,19527,9114,607537
50748,18885,40064,0.00491597,0.05,4711420,37831557,11291,301674,312965,279082,3622,1025339
11537,32676,1366,0.00001651,0.25,6224,11165749,420,336,756,245,103,674
53164,5448,23888,0.02533638,0.17,7339671,22128929,1177,269041,270218,305291,267,915853
66376,69071,6541,0.00008429,0.05,386443,22591672,6237,19948,26185,10451,6069,29629
101778,89470,6498,0.00047003,0.1,4280134,58141927,14797,70135,84932,127198,2877,195293
116778,87515,4430,0.00041097,0.17,4200087,65916071,2723,81129,83852,95474,767,138906
59,18367,26211,0.00056263,0.07,610,33699679,8625,1900,10525,272,8785,3066
85439,4652,20918,0.00001651,0.2,6562,19464656,967,18027,18994,2290,205,16295
99276,24662,14700,0.00163948,0.13,4014099,47133065,11755,154550,166305,222505,1820,382245
77291,3698,16712,0.02533638,0.05,7242093,3090220,180,195461,195641,158371,120,650920
111385,753,14947,0.01084252,0.17,909650,1913960,62,32770,32832,107097,37,92391
109458,88928,14145,0.00002483,0.01,241692,12579474,7616,39850,47466,3036,7988,57506
30002,45234,6709,0.00047003,0.23,637890,69803971,2499,43267,45766,27299,613,27990
46504,43705,5808,0.00015297,0.005,310910,1269401,1722,8646,10368,741,1719,17024
33160,76884,4814,0.00182521,0.15,4653375,55526158,13737,34254,47991,42191,13122,123392
32579,5696,29809,0.00001651,0.1,3064,16980557,1546,12271,13817,778,4667,12448
6385,25637,2198,0.02533638,0.13,4147755,7328250,169,10948,11117,7171,158,47983
34294,31500,4916,0.00160539,0.07,1734270,10840339,1462,12127,13589,22804,572,48443
104687,68831,17307,0.00108175,0.03,7794819,35738155,13730,373264,386994,220609,5452,909922
107587,53799,3145,0.00108175,0.25,6261286,42301711,1694,72188,73882,79405,634,135941
33148,22849,33330,0.00047003,0.07,356008,53309296,13167,45412,58579,62160,2946,98308
54830,16711,484,0.00108175,0.27,991235,2185536,46,916,962,3520,32,2936
75009,26498,16496,0.01084252,0.01,21551351,4371284,6563,580925,587488,145648,1941,1920077
28451,24808,27496,0.00182521,0.0005,1288282,341077,3534,53272,56806,871,3553,203275
111072,80551,12379,0.00008429,0.03,754142,29914794,10185,50375,60560,29777,9574,103630
18005,45059,3136,0.00000464,0.25,3764,35328909,1412,968,2380,463,9108,1533
74870,36072,27484,0.00082282,0.07,2222250,69401615,17391,136261,153652,251642,4829,385302
89073,26760,7369,0.00031941,0.0005,761357,98598,1380,15820,17200,193,1377,44300
134357,17374,472,0.00078778,0.3,1838959,2463097,62,2614,2676,8822,43,6907
111722,7216,1669,0.00001651,0.0005,13310,6024,66,1924,1990,3,65,1957
8617,78726,8077,0.00047003,0.005,318873,3179686,3461,12119,15580,941,3497,24133
123079,89487,5142,0.00491597,0.15,54145161,69023104,3114,915382,918496,501432,900,1908941
47933,76601,10278,0.00056263,0.005,2065877,3936721,4378,41818,46196,9540,4355,131046
478,9676,12697,0.00056263,0.07,2604,8600340,1034,682,1716,233,2738,1073
26698,40091,6699,0.00034241,0.07,366502,18800739,4836,6925,11761,11139,4735,18262
136613,56828,693,0.00000434,0.23,33693,9069049,386,900,1286,557,250,4600
21438,64521,24446,0.00013363,0.01,184842,15773406,9764,38282,48046,3664,9815,58203
146399,35355,7379,0.00001651,0.03,85457,7826921,2552,15712,18264,1650,2574,18129
11997,68920,18790,0.00056263,0.005,465228,6475064,6710,28937,35647,3141,6983,66304
33223,49856,17185,0.00860544,0.005,14254281,4284120,6895,372784,379679,62475,5319,1286950
77801,96142,3666,0.00182521,0.15,13652736,52871746,2475,121408,123883,103930,14365,285563
22032,31720,9581,0.00002483,0.15,17353,45587985,2085,17398,19483,3014,10495,5543
115719,20583,6112,0.01084252,0.3,25826382,37745702,1489,444757,446246,482829,268,1008617
42186,10950,14594,0.02533638,0.27,11704800,43152468,1776,265798,267574,321890,332,885146
25686,73695,16160,0.00001651,0.05,31253,59547694,16065,11720,27785,2861,15230,37291
373,32325,5814,0.00182521,0.0005,22051,93974,1281,1899,3180,14,1258,2952
32673,39568,49151,0.00031941,0.005,412947,9724260,10292,62700,72992,7110,9753,153624
143714,22980,12572,0.00001651,0.2,54526,57785245,2254,43715,45969,11312,1491,39506
64267,8316,636,0.00000434,0.1,2319,529628,31,218,249,32,23,164
4550,64794,3698,0.00019487,0.005,57458,1198112,1574,2781,4355,123,1615,4279
119630,45305,2454,0.01084252,0.25,58765872,27799424,1077,398561,399638,347977,235,926049
93688,68661,1699,0.00491597,0.03,31623603,3500534,267,132079,132346,32200,557,340475
110718,29280,11136,0.00082487,0.15,2674171,48911206,11571,83429,95000,187367,1648,208696
94680,42028,2534,0.00031941,0.3,1271037,31950724,1112,16486,17598,40586,231,22779
149584,77167,1554,0.00491597,0.0005,56745635,59982,460,317326,317786,2480,515,627651
93422,48824,3826,0.00082185,0.001,3748688,186807,1537,35591,37128,799,1753,95104
15680,14140,18518,0.01084252,0.1,2404173,26186650,6754,52143,58897,59118,504,235629
3675,14529,21335,0.00082185,0.01,43888,3099995,2004,5609,7613,606,2034,9766
86135,93982,1850,0.00163948,0.25,13271960,43475914,1786,57523,59309,74614,895,148503
126581,9573,4946,0.00013363,0.23,161935,10891312,323,8255,8578,15433,256,13981
54009,46386,5420,0.00002483,0.17,62206,42742862,1887,19541,21428,4817,1302,15804
28881,50661,10524,0.00000464,0.005,6789,2665875,2883,7103,9986,73,2990,8257
137014,11631,9552,0.00160539,0.15,2558512,16666296,1097,70902,71999,155939,321,176344
63713,21323,23956,0.00182521,0.005,2479672,2554145,3219,96170,99389,22098,2318,328902
122947,38509,392,0.00013363,0.25,632690,3782237,92,852,944,3709,46,2259
131999,47960,2813,0.00491597,0.13,31122087,17541515,1307,297009,298316,156862,438,601440
95301,80545,1698,0.00860544,0.17,66056619,23258728,1615,276263,277878,178657,708,657668
129193,32001,2580,0.00160539,0.005,6637235,412842,128,56737,56865,7359,258,125325
75902,25361,227,0.00018467,0.27,355485,1557658,40,320,360,1440,28,713
91043,58971,20801,0.00019487,0.005,1046259,6133639,6685,61731,68416,10252,6441,171419
68035,27306,9442,0.00163948,0.01,3045896,2578516,2194,48953,51147,21264,1174,159624
13954,33818,38054,0.00082185,0.005,387836,6434699,6859,40601,47460,5194,6304,100969
16003,43593,40577,0.00056263,0.0005,392527,884474,8156,45560,53716,414,8203,112797
102345,57425,700,0.00082282,0.15,4835921,6030907,237,8759,8996,12687,106,25350
72890,27850,27190,0.00002088,0.03,42386,22717755,7593,33305,40898,3124,7495,43600
21666,33248,5593,0.00952101,0.005,6858738,929873,370,54977,55347,10647,2272,197498
147234,74227,1712,0.00013363,0.2,1460409,25420363,1275,17746,19021,32416,408,21034
56321,36599,7429,0.00082282,0.2,1696088,54381734,2274,42588,44862,71123,614,72199
125073,2416,13306,0.00019487,0.01,58886,321500,68,14251,14319,467,58,21305
82840,10157,19741,0.00082185,0.05,691514,10025733,1758,36722,38480,50175,1855,96264
96949,81327,14697,0.00160539,0.0005,12657865,597650,7227,462071,469298,5323,7220,1175127
138792,62468,1854,0.00015297,0.27,1326282,31282505,1336,19989,21325,36914,356,20434
60693,58579,16756,0.00182521,0.0005,6489279,490778,5402,183805,189207,3489,5244,590830
32092,42919,21579,0.00002088,0.001,28759,926171,4440,15929,20369,81,4579,22080
17885,32715,8291,0.01084252,0.25,6344550,67818889,16266,70504,86770,91338,1424,270277
119480,24,488,0.00491597,0.13,14113,1525,8,299,307,51,3,299
44105,91489,3582,0.00015297,0.13,617263,42614526,9924,7769,17693,14744,9462,17186
95374,20504,8198,0.00002088,0.17,40832,28578981,1748,16632,18380,4380,9944,16582
71664,10810,29819,0.00008429,0.2,65301,64471618,14107,33977,48084,48612,659,50731
31199,12588,732,0.00370564,0.1,1455433,921866,44,1453,1497,2745,32,5716
24509,44013,5608,0.00013363,0.0005,144154,123429,1583,5584,7167,42,1574,11465
1525,34656,3934,0.00019487,0.15,10300,20451060,1288,895,2183,541,536,1353
29238,38008,8068,0.00082282,0.05,914412,15333951,4305,18878,23183,25322,4295,50713
28673,37852,8958,0.00078778,0.07,855029,23738532,5980,22907,28887,35243,1681,46033
35821,41868,9248,0.00000464,0.07,6959,27105093,6697,13769,20466,569,7353,12211
43180,33331,4518,0.00000434,0.01,6246,1506109,1179,3501,4680,52,1520,3884
39015,42817,969,0.00056263,0.005,939881,207606,85,1954,2039,328,82,5779
109992,20548,3259,0.00108175,0.05,2444972,3349236,606,21074,21680,25015,874,55835
42644,63792,14611,0.00082282,0.07,2238381,65248083,16097,77926,94023,90697,3318,211381
70936,12075,11426,0.01084252,0.05,9287952,6899502,332,171191,171523,114664,429,557143
68119,63842,3655,0.00160539,0.13,6981771,30341284,8365,43088,51453,62735,463,139053
94279,87168,2025,0.00108175,0.13,8889986,22954618,1059,51892,52951,44575,1404,115508
124222,24462,10968,0.00000434,0.23,13188,61710385,2074,33536,35610,2940,1398,24884
48933,34598,25335,0.00013363,0.07,226243,61360965,14809,51198,66007,42092,2594,51448
97095,6595,5699,0.00008429,0.23,53979,8645910,360,6498,6858,4693,101,9352
126403,24422,11234,0.00491597,0.0005,15176022,137190,3631,520835,524466,3897,4987,1177499
82427,71610,25398,0.00160539,0.01,9476046,18187884,13193,485394,498587,152433,8105,1394670
2399,6593,13982,0.00163948,0.23,25939,21206348,995,1504,2499,3005,492,3439
42738,34811,33201,0.00108175,0.03,1609436,34674352,11770,97287,109057,105966,5391,312763
85370,82375,24822,0.00001651,0.005,116104,10223949,10501,49841,60342,1225,10538,68262
85711,12614,14683,0.00047003,0.25,508191,46305808,1965,38678,40643,126349,712,57442
120766,40542,4210,0.00082185,0.25,4023904,42673213,1812,65729,67541,100237,651,121029
86472,8947,13177,0.00952101,0.05,7366241,5894871,295,201178,201473,137219,339,554713
141269,61418,826,0.00001651,0.1,143250,5078655,472,3008,3480,1162,110,3729
54984,83377,6102,0.00034241,0.13,1569776,66141241,15104,18890,33994,56188,1067,59275
16371,15104,13267,0.00160539,0.25,396980,50101280,2177,28625,30802,38543,1131,30261
21091,91098,22793,0.00002088,0.001,40118,2076451,9469,19999,29468,106,9486,32289
63724,95476,2057,0.00952101,0.25,57927529,49106905,2108,187425,189533,226254,1025,611491
30439,9865,24460,0.00018467,0.27,55458,65158616,1942,32205,34147,35551,501,15937
146542,47400,14083,0.00015297,0.005,1062553,3337732,3643,50181,53824,7298,3850,132569
100748,15470,15642,0.00952101,0.23,14839426,55657285,1981,591891,593872,507665,1258,1420227
87925,32547,8362,0.00041097,0.25,1176079,68044245,2183,33706,35889,118954,566,67705
7716,31110,8095,0.00001651,0.07,3963,17629994,4378,1309,5687,303,5130,1974
86957,48971,13485,0.01084252,0.03,46171710,19811745,15131,1366064,1381195,293261,3080,3558672
7780,93750,13787,0.00078778,0.0005,574657,646310,6363,27547,33910,309,6451,61590
130042,65776,1914,0.00047003,0.17,4020542,21404568,1159,39894,41053,49148,414,60861
5809,84755,1876,0.00952101,0.27,4688257,42949093,1589,13383,14972,18919,875,48068
77698,6250,17920,0.00082487,0.3,400582,33602895,1237,32608,33845,128476,351,56136
83540,14923,17841,0.00000464,0.05,5784,13312468,3799,16477,20276,497,3711,16536
1086,65476,22435,0.00041097,0.005,29224,7344839,8022,9790,17812,317,8638,18228
78663,19299,12625,0.00082185,0.005,1247707,1218330,1769,34050,35819,6428,1627,104029
2649,84683,24624,0.02533638,0.0005,5684914,1042655,10277,194873,205150,3846,10245,751545
38606,87918,4883,0.00491597,0.005,16685899,2146730,5099,129739,134838,20147,5264,432681
81691,16019,9586,0.00491597,0.0005,6433100,76783,1921,127019,128940,1272,1934,358726
52785,28884,19140,0.00019487,0.0005,297109,276428,2984,22152,25136,169,3010,49254
52088,15022,17838,0.00041097,0.03,321591,8039611,2755,19794,22549,14160,2694,46509
66429,32330,13784,0.00047003,0.15,1009475,66849248,3029,52609,55638,123947,2287,87775
117618,10808,992,0.00108175,0.13,1375257,1394957,49,3975,4024,10514,36,10687
66514,4151,7842,0.00182521,0.25,504027,8140384,128,10839,10967,49672,82,25955
98886,8611,6183,0.00078778,0.17,670882,9052354,175,13248,13423,46085,119,31557
133625,11526,13352,0.00491597,0.25,7571851,38478673,1801,329594,331395,426845,572,713806
36126,25235,12194,0.00001651,0.01,15051,3077477,1988,8064,10052,173,2149,9975
42436,8516,26991,0.00013363,0.3,48295,68962861,2085,38248,40333,38728,484,31855
145430,80648,3878,0.00031941,0.13,3746282,40663288,9772,65298,75070,103733,1575,111461
